SqFt,Bedrooms,Bathrooms,Dist_Center,House_Age,Floors,Lot_Size,Walk_Score,HOA_Fee,Crime_Rate,Dist_School,Grocery_Stores,Prop_Tax,Maint_Cost,Median_Income,Region,House_Cond,Urban_Rural,House_Price
2681,6,1,45.7,100,2,1582,23,161.76,117,9,14,4,3551.9,166631,C,Low,Urban,597163.13
4019,6,3,28.8,119,2,16514,95,428.33,27,3,8,2.61,644.08,178629,C,Low,Rural,950573.57
2174,5,3,9.4,23,1,16531,96,296.81,3,2.6,23,3.9,7433.53,189080,A,Low,Rural,774527.49
849,6,2,13.8,101,3,17672,37,259,137,9.4,6,4.67,7252.58,165125,A,Low,Urban,445423.24
1273,1,2,10.3,33,3,8979,43,371.69,17,8.1,1,3.85,6716.4,192889,D,High,Urban,611780.55
5133,3,2,12.7,39,3,4060,56,407.79,46,8.2,24,1.89,8840.53,123426,E,High,Urban,1081157.57
2765,5,1,15.7,46,1,14731,58,343.04,8,2,1,3.03,9062.04,156065,E,Medium,Rural,791265.69
1370,3,1,28,78,2,13294,33,220,28,1.5,8,4.6,5786.22,143652,C,Low,Rural,482333.27
4562,5,2,29.6,74,1,18567,74,189.65,143,0.4,11,2.52,7005.82,199453,B,High,Rural,1140879.47
4963,3,2,21.6,85,3,15274,94,385.83,91,2.4,18,3.57,604.48,33515,B,High,Rural,818081.38
2584,2,1,31,117,1,18830,81,258.95,148,7.8,24,2.59,8540.26,127301,C,Low,Rural,528897.22
1677,3,4,4.5,23,2,17348,22,352.19,63,2.5,10,1.05,8255.93,167407,D,High,Urban,709945.41
835,6,1,4.8,64,1,2903,85,445.2,110,7.3,12,0.76,692.36,78724,A,High,Rural,327234
988,2,1,9,17,3,15551,42,457.95,123,2.6,20,4.79,5656.84,22175,C,High,Urban,292278.15
3637,3,1,26.1,43,2,16141,81,138.86,109,4,23,3.26,9113.23,22405,E,Medium,Urban,660453.3
5458,5,2,11.1,75,1,3377,39,93.94,117,9.8,16,0.97,2223.19,72515,B,High,Rural,953875.72
2448,5,4,14.5,56,1,1847,46,130.64,99,2.5,5,4.36,3850.13,27341,B,Low,Rural,464274.05
5319,5,1,20.3,106,2,15380,40,375.69,30,3.8,16,2.85,3645.01,175356,B,Low,Urban,1182163.33
3414,4,2,40.7,27,2,18623,46,185.03,80,3.1,24,3.97,3881.43,179074,D,Low,Rural,936597.02
3974,1,3,1.2,103,3,10524,19,86.69,45,1.2,12,1.07,897.92,111796,E,High,Urban,919279.88
3878,5,3,32.6,70,2,16231,76,49.19,48,4.9,6,4.58,3150.67,129460,D,Medium,Rural,903800.95
1852,2,1,33.6,22,3,12698,64,163.66,41,3.8,5,3.16,3301.13,101499,A,High,Urban,475067.6
4581,5,3,40,84,1,11571,67,68.07,111,7,1,3.82,8725.78,103525,C,Low,Rural,981807.77
5273,4,4,46.7,33,3,13314,23,78.19,26,8.2,19,0.64,3845.1,170013,C,Medium,Rural,1263396.86
2722,6,3,1.5,10,1,12429,99,341.94,87,5.5,10,1.92,4748.56,176091,B,Medium,Rural,923869.14
5130,2,3,8.1,85,2,3365,35,9.87,120,0.4,25,1.7,4117.01,166851,B,High,Urban,1023524.54
2750,4,4,44.4,105,1,11604,44,58.78,2,6.2,14,4.77,1646.4,38426,A,Low,Rural,530903.38
5459,6,1,23.2,34,2,12366,1,422.18,59,0.6,25,1.33,9908.39,181255,D,High,Urban,1229749.45
1929,2,1,28.4,115,1,6055,27,422.46,78,6.2,21,3.68,8345.34,55927,E,Low,Rural,374693.84
1958,3,4,33.3,92,1,6622,25,164.62,144,6.9,3,0.69,5638.74,26395,A,Medium,Rural,304709.79
3082,1,4,34.1,41,1,17756,22,43.98,31,2.1,6,1.39,5025.46,157046,C,High,Urban,879858.58
5142,1,4,46.6,27,1,8783,78,352.49,6,8.2,5,2.02,6667.92,25150,C,Medium,Urban,874530.78
2617,4,3,49.8,81,3,2949,35,180.07,70,9.1,17,4.08,3601.1,97668,D,Low,Urban,621197.46
1931,6,4,36.1,77,1,17628,90,22.73,127,8.1,18,4.05,977.69,69572,A,Medium,Rural,464280.49
4944,1,2,14.7,81,3,11032,5,78.91,57,3.1,12,4.79,4341.01,193883,E,Medium,Rural,1149115.86
4861,6,3,44,91,2,12619,34,68.61,111,5.9,5,4.63,9847.79,104028,A,Medium,Rural,1007789.57
1958,6,1,2.9,23,2,17508,37,294.56,47,9.2,9,0.87,2232.29,74497,A,High,Rural,418948.91
5715,4,1,11.9,7,3,13824,34,449.06,110,3.3,12,4.23,5513.2,122300,D,Low,Rural,1194265.54
5237,4,1,44.9,105,2,11945,99,396.54,70,8.2,20,2.53,580.95,42466,E,Medium,Rural,831890.71
5454,4,3,13.2,117,2,2919,73,273.26,74,0.2,9,4.4,1659.3,29550,C,Medium,Rural,883273.87
3777,1,2,11.4,108,1,10827,93,211.08,73,0.1,3,0.9,6078.32,73062,B,Medium,Urban,767782.53
2728,4,4,7.3,52,1,10617,52,309.34,120,7.6,1,4.2,3325.43,55394,E,Medium,Rural,649117.06
2780,1,4,43,71,1,10732,37,221.91,54,7.6,22,1.22,9104,118794,C,Low,Urban,638530.22
5492,4,1,25.3,3,3,1530,92,123.05,40,7.9,15,2,4358.61,160559,D,Low,Rural,1085320.07
737,5,1,33.9,90,3,8849,58,339.6,96,9.3,10,0.63,2476.32,75084,E,High,Urban,250332.9
4072,6,3,12.3,99,2,7929,42,436.62,147,1.3,14,1.06,5683.12,95809,E,Low,Urban,893131.83
3432,4,2,38,4,1,5349,3,186.44,32,2.4,7,2.51,8052.25,182003,C,Low,Urban,984174.77
4179,2,4,38.1,96,3,15456,4,420.77,33,9,4,4.18,684.49,105291,C,Medium,Rural,766473.83
3631,6,3,16,48,3,12295,67,215.54,61,1.9,26,3.98,5302.44,99220,A,High,Urban,862650.58
4764,6,4,20.8,97,1,19185,99,200.67,18,6.9,5,1.56,7847.55,31366,A,High,Urban,905084.37
3193,4,1,10.9,29,3,6156,44,14.16,9,5.4,20,1.18,1484.09,140525,E,Medium,Urban,844868.44
4900,3,4,48.8,71,1,10228,79,347.64,119,0.9,16,2.25,9076.59,182935,B,High,Urban,1114108.06
4418,4,2,32.5,102,2,12920,24,403.75,122,2.9,3,4.47,3012.92,179401,D,Low,Rural,933868.15
4738,6,2,46.8,62,2,8432,77,331.78,103,5.3,17,0.91,2120.73,123293,C,High,Rural,951275.47
4423,2,1,15.5,46,2,13203,10,75.68,140,8.5,13,2.94,6097.93,83818,A,Medium,Rural,793210.52
4642,6,2,39.2,25,1,7189,28,51.65,4,7.1,6,0.9,2162.8,130325,D,High,Rural,964321.32
2506,2,2,38.4,56,3,2142,33,286.43,57,6.3,26,2.62,6957.16,192443,E,High,Urban,778602.01
1360,1,3,34.7,36,2,8614,85,200.76,58,5,5,1.07,5155.97,80325,C,High,Rural,372660.91
4045,5,4,48.3,97,2,15253,13,214.55,127,3.1,16,0.86,1544.58,191313,C,Medium,Urban,1042621.21
1499,6,1,20,6,2,19013,23,483.9,85,1.3,11,1.36,9168.66,21676,A,Low,Rural,413051.32
5055,4,1,7,39,3,18146,58,361.96,103,4.1,17,1.65,6895.45,126094,B,High,Urban,986515.42
3547,1,1,33.7,91,3,7905,38,205.89,142,0.4,5,1.74,5686.93,156354,C,Low,Urban,866039.93
2319,5,1,36.6,38,1,5889,25,9.55,128,2.2,6,3.4,4056.24,46222,B,Low,Urban,531087.92
880,4,1,29,61,2,5839,42,17.05,37,4.4,10,0.75,1781.17,33376,D,Low,Urban,115576.45
3866,3,2,10.7,102,3,4957,35,342.4,106,4.2,21,0.86,7221.42,29431,C,High,Rural,665365.67
2487,4,3,25.5,91,1,1557,38,418.87,108,0.5,1,1.35,8229.73,53370,C,Low,Rural,576331.62
3866,2,1,16,77,2,5621,60,353.85,52,5.9,21,4.42,1695.28,153009,B,High,Urban,803053.16
1266,2,3,21.7,52,3,15932,15,202.94,51,5.5,10,3.33,5198.39,175673,A,High,Urban,537507.21
4788,3,3,32.4,113,3,1839,58,15.57,0,0.9,17,3.79,5106.04,125116,E,High,Rural,1000727.69
1271,1,2,37.4,101,1,10243,95,483.7,10,9.4,27,2.17,3824.16,21067,D,Low,Rural,236539.95
2569,5,1,12,3,2,10596,5,493.17,57,1.1,3,1.46,7998.75,98937,C,High,Rural,666024.99
4756,4,2,20.6,105,2,7998,97,274.68,127,8.6,28,0.67,1445.53,123556,A,Medium,Urban,943492.41
3722,2,1,13.8,81,3,11129,55,35.34,43,0.1,29,2.7,2447.68,164544,C,Medium,Urban,900638
5724,1,2,10.3,107,2,1510,7,270.49,5,8.8,2,3.08,515.23,184219,D,Medium,Urban,1080990.64
5299,3,3,39.3,111,1,12596,93,446.17,7,0.3,29,4.54,4043.36,111396,E,High,Urban,974244.64
5377,6,1,45.5,24,3,13974,26,339.99,4,7.6,17,4.47,3266.19,74654,C,Medium,Rural,1008878.5
4500,2,4,18.8,6,3,2137,70,359.99,105,3.7,4,2.41,8736.44,156268,B,High,Urban,925635.37
1123,3,3,37.7,101,1,14700,26,42.48,111,7.4,2,2.41,7585.2,50593,A,High,Rural,271316.07
2993,4,4,44.9,27,3,5666,88,53.26,16,4.1,5,1.23,1302.49,130423,E,High,Urban,764335.88
3717,5,3,42.4,68,2,9906,45,63.67,8,0.8,10,1.66,7539.08,85059,C,Low,Rural,737522.47
3193,2,2,9.5,66,2,11478,40,452.19,77,7.7,1,4.67,6916.3,127041,E,Medium,Urban,725635.54
2568,2,1,47.8,107,3,3654,78,262.92,13,0.8,28,1.13,3176.38,64401,B,High,Rural,403779.1
5797,4,3,19.1,94,1,1990,24,395.79,112,9.2,26,4.86,646.88,51593,C,Medium,Rural,950995.86
2353,6,2,17.3,110,1,3160,85,57.65,90,0.6,1,2.77,1594.04,161533,E,Medium,Urban,703198.64
2896,1,1,3.6,105,2,16136,17,463.82,24,4.8,27,2.55,2874.44,113220,C,Low,Rural,694814.17
5840,5,1,24.6,19,1,11336,11,410.57,97,7.3,26,1.29,8257.91,55690,C,Medium,Rural,1084116
2861,2,3,5.9,82,3,15269,86,112.38,2,4,4,3.48,4920.47,115360,E,High,Rural,715525.81
2886,5,1,12.8,111,3,17206,50,437.09,138,2.3,7,2.57,9224.76,88923,C,High,Urban,654321.48
5775,2,3,16.2,10,2,3063,38,131.72,111,7.6,14,2.17,7996.91,41826,B,Medium,Urban,908126.55
4802,5,1,40.5,103,2,11795,88,102.67,145,7.9,14,1.69,3227.53,140240,E,Medium,Urban,990562.91
3478,3,4,43.8,66,2,19361,9,132.12,46,9.2,18,0.8,8530.94,165625,E,Low,Urban,903896.74
4743,2,2,15.5,86,1,9567,93,454.98,49,3.8,2,2.84,1608.89,73165,B,High,Rural,893150.76
4244,5,4,43,6,3,9933,73,457.8,123,5.1,1,1.91,843.12,77454,B,Medium,Rural,846597.38
5032,1,3,42.9,22,3,16619,97,164.5,89,3.7,21,3.69,6281.11,26959,B,Medium,Urban,823064.9
5745,3,4,38.4,60,3,5919,76,352.72,66,2.6,22,3.76,3746.56,62715,C,High,Rural,972175
5976,3,3,7.8,70,2,12741,53,337.87,1,7.5,16,1.99,3629.54,180451,C,Medium,Urban,1377902.86
2655,1,1,34.7,109,3,9798,28,403.28,146,3.5,29,3.51,7028.48,173746,D,Low,Urban,651075.52
5320,5,1,47.3,33,1,17927,40,148.25,1,4.3,22,1.66,8575.99,160631,C,Medium,Rural,1267265.48
1876,4,3,34.3,105,1,15566,8,255.07,64,4.1,18,3.77,3560.67,52252,B,Medium,Urban,352430.7
3366,1,4,16.9,18,3,1883,62,333.84,90,7.2,16,0.57,3587.63,46104,D,Low,Rural,687418.4
902,5,1,25.3,57,2,10415,76,13.13,115,9.2,28,1.18,5571.58,151623,B,Low,Urban,349172.69
1238,1,2,32.5,8,3,12085,36,188.37,48,6.7,28,1.6,6705.24,85669,A,Low,Urban,378729.72
655,1,1,25.8,47,1,16008,13,347.94,68,4.8,23,3.98,2427.61,157679,E,High,Urban,394334.75
5421,2,2,6.4,114,1,19452,72,126.3,131,7.8,22,0.8,9170.45,96639,A,Medium,Rural,1047157.52
1125,5,4,15.9,81,1,9120,71,478.85,144,6.4,24,1.35,6716.96,62973,B,Medium,Urban,387694.57
5169,4,2,40.2,40,3,8820,38,15.08,125,0.7,6,2.11,6439.04,146142,C,Low,Rural,1175604.49
4723,2,2,43.1,47,1,12901,39,479.04,52,1,25,0.54,9089.86,180930,E,High,Urban,1055410.39
2725,1,2,7.3,44,2,19170,53,108.38,111,0.5,10,3.93,9119.02,190439,C,Low,Urban,798817.21
3887,6,2,47.6,105,3,17259,2,24.41,149,4.6,2,3.02,1787.73,119364,C,Medium,Rural,877765.46
964,1,1,16.8,24,3,10649,54,146.24,138,8.3,7,4.55,1878.22,76536,E,High,Rural,291422.68
5221,1,2,33.3,115,1,9269,32,393.14,112,3.2,21,0.64,7738.51,99584,E,High,Rural,905165.36
5578,5,1,37.7,77,1,12805,95,376.22,142,3.9,17,1.72,9590.36,115959,A,Medium,Rural,1045159.99
5726,5,2,40.7,107,2,18692,70,104.42,113,9.1,3,3.79,6831.88,169642,B,High,Rural,1181931.91
5722,2,3,47.3,24,3,11379,18,98.4,137,8.4,20,3.54,4407.51,187010,C,High,Rural,1161298.68
2246,4,4,16,18,1,9744,33,321.29,47,6.7,12,1.59,6992.99,117216,B,Low,Urban,744314.89
1518,2,2,43,38,2,14285,77,229.04,30,2.7,2,3.18,2673.71,135283,B,High,Rural,547539.99
3397,3,3,7,118,1,9473,49,396.14,36,1.3,7,4.07,9980.68,122410,D,Low,Urban,704055.09
2131,1,2,35.4,78,3,11679,46,12.07,107,0.3,17,0.65,4595.31,65820,A,High,Urban,505511.39
3945,6,2,37.2,79,1,15605,45,305.21,27,1.2,19,3.73,9351.02,118235,C,Low,Urban,891790.67
2506,1,2,34,26,3,11985,55,365.34,69,3,12,1.63,4592.58,184290,E,Low,Rural,749050.32
3686,1,3,13,103,1,13391,56,496.69,13,5.6,9,4.77,9317.33,29990,E,High,Urban,667437.2
5911,2,4,43.7,73,3,5861,82,339.39,121,0.7,27,2.92,3689.01,32778,B,Low,Urban,923619.7
5180,6,3,8.9,62,2,2596,50,115.92,15,1.4,14,0.65,7725.16,191212,A,Medium,Urban,1163533.4
2675,6,4,3.2,67,3,17863,53,54.09,24,1.9,2,2.32,9534.52,120196,A,Medium,Rural,746780.61
1313,6,2,36,114,2,11155,89,320.46,65,6.4,21,4.85,6636.82,107448,C,High,Urban,425652.71
1662,2,1,24,18,3,8919,80,261.59,37,6.2,4,3.79,6936.87,112334,C,High,Rural,450333.26
2576,1,2,42.5,27,2,11334,27,449.57,102,5.6,28,1.85,1477.42,95012,B,High,Urban,599457.83
1896,2,4,19.5,84,1,15628,18,363.3,97,2.6,19,3.09,5005.09,79871,B,Medium,Rural,554102.21
5950,5,3,8.8,110,3,3072,26,254.87,114,3.8,21,3.2,8924.18,136445,B,High,Rural,1164740.82
725,5,2,41.9,77,1,10487,47,201.79,39,1.1,16,0.61,2788.64,180012,D,High,Urban,377595.38
5232,2,3,27.7,32,2,6624,18,202.19,63,2.3,22,1.3,7989.45,108873,A,Low,Urban,1022810.53
4196,6,3,9.9,111,3,1938,96,113.15,88,9,17,2.98,6919.24,49590,B,High,Rural,713885.66
3883,1,3,36.2,9,3,9176,50,8.66,99,9.8,2,2.31,2618.37,87145,A,Medium,Rural,768055.68
2203,2,2,25.8,82,1,1761,6,287.46,143,6.5,17,1.36,3186.52,180369,E,Medium,Rural,639703.36
666,2,3,30.4,29,3,13941,28,106.21,81,9.2,19,3.98,4561.83,178938,E,High,Urban,460434.95
832,2,3,23.3,21,3,2669,42,104.16,76,6.5,8,2.7,1688.73,141909,A,Medium,Urban,364264.73
2756,3,2,41.5,2,1,8128,68,62.69,58,0.4,24,1.89,9177.03,53991,E,Low,Urban,552286.39
1769,5,3,41.6,100,3,13091,93,94.8,90,10,20,1.23,7523.9,21907,E,Low,Urban,295441.86
2758,6,2,35.6,104,1,19315,57,15.89,97,1.1,6,3.25,3967.16,177010,E,High,Urban,895853.38
4806,4,4,5.7,81,1,8308,7,337.12,138,6.9,12,3.5,3346.82,96479,C,High,Rural,977299.86
2093,6,4,42,74,1,2126,41,200.7,0,2.6,25,3.51,7051,156882,C,Low,Rural,638410.34
5318,4,4,33.7,47,1,7021,75,280.76,12,4,23,1.49,4530.1,75600,A,Low,Rural,986660.27
4607,3,3,35,1,1,7437,41,318.48,29,6.5,18,3.18,2678.7,78612,A,High,Rural,896710.82
3072,2,1,18.5,75,2,8039,12,486.24,17,4.4,27,4.57,4586.43,57705,D,Medium,Rural,580825.1
3260,3,1,44,53,2,18587,25,34.13,77,2.6,2,2.09,8777.32,37615,C,High,Rural,609910.57
3339,3,3,36.4,5,1,5135,17,208.96,140,3.4,19,1.45,1151.76,95475,A,High,Urban,772551.94
2361,1,1,6.1,106,2,16111,41,122.95,31,3.5,24,3.97,3999.4,129054,C,High,Rural,616739.6
4114,5,2,20.7,39,2,12964,50,238.36,70,9.6,10,1.3,9642.22,115490,D,High,Urban,935533.18
2575,4,1,44.4,107,3,9711,83,460.24,49,8,25,1.64,640.9,86273,A,High,Urban,556550.9
2962,2,3,2.8,92,1,8904,15,361.99,115,4.6,29,0.95,8961.08,106356,A,High,Urban,681862.43
1476,4,3,48.1,93,2,3283,2,330.97,112,2.1,3,1.71,4060.92,68703,A,High,Urban,326272.3
4412,6,2,34.1,1,3,3477,90,220.62,79,8.1,25,2.35,2300.42,128447,A,Medium,Rural,975800.01
4048,4,4,31.8,72,3,4093,78,335.56,30,1.7,28,0.79,642.31,52567,B,High,Rural,718153.24
1912,6,3,13.9,110,1,8207,97,16.19,50,2.2,12,4.42,1169.97,24418,C,Low,Urban,329639.62
2060,5,2,12.8,1,1,10394,44,293.12,59,3.7,26,2.81,2132.51,62164,C,High,Urban,591612.29
3309,6,1,47.1,92,3,15841,21,276.89,32,8.8,16,3.15,741.39,21986,C,Medium,Rural,574126.2
2924,4,1,15.3,96,1,7227,22,173.32,126,1.4,12,2.17,3690.57,58593,D,Low,Rural,557628.18
2333,4,2,38.9,73,1,14280,58,100.76,125,1.3,8,3.51,926.48,53983,B,High,Rural,459530.84
2205,6,2,20,97,3,4535,61,403.78,40,5,5,2.44,7076.05,132194,C,High,Urban,647152.89
3163,3,3,7.4,107,3,11582,67,26.93,18,2.8,11,3.93,8279.62,183061,C,Low,Rural,876824.26
4021,5,1,1,54,1,3913,53,34.84,40,5.7,10,4.2,8930.91,118548,A,High,Rural,805127.19
4117,1,2,27.4,71,2,3340,56,220.26,84,4.6,3,3.52,5716.72,145605,A,Medium,Urban,852350.16
2997,2,1,48.8,100,1,6289,22,126.28,88,4.4,27,2.71,9491.84,66887,A,High,Urban,550671.22
4335,4,2,18.8,117,2,1597,59,372.73,41,1.2,23,4.02,553.63,174514,C,Medium,Rural,958889.44
3470,2,1,18.2,59,3,16025,72,317.1,119,1.5,9,2.72,1773.17,31243,A,High,Urban,502925.03
1760,1,4,17.5,96,2,8145,87,386.27,22,8.2,12,1,3285.08,20132,C,Low,Urban,314130.39
5454,2,3,26.3,110,3,3902,84,162.34,32,8.9,6,1.02,7995.73,166628,D,Medium,Urban,1053828.02
842,1,1,22.3,5,1,9955,54,370.26,19,2.4,19,4.77,8911.2,84397,D,High,Urban,305939.33
3190,6,4,44.1,107,1,8694,79,431.15,89,1.2,16,1.46,6372.28,103290,E,High,Urban,775031.29
1663,3,1,25.5,103,3,5830,62,172.64,103,0.6,21,4.17,4140.75,184927,B,Low,Rural,520607.49
4924,4,1,25.6,108,3,10834,55,169.95,11,6.1,23,1.61,6825.53,29839,A,Low,Rural,836378.86
3195,1,4,7.3,18,3,11489,54,449.98,142,7.2,24,2.44,2218.54,194292,A,Medium,Rural,1013342.51
1519,2,1,49.1,95,1,16768,24,24.9,50,3.8,29,3.45,4849.8,99364,B,Medium,Rural,468932.65
5942,4,1,12.9,26,1,11364,25,175.09,5,6.8,14,1.21,5321.67,192150,B,Medium,Rural,1326410.91
605,3,3,4.1,0,2,3160,48,59.34,90,7.2,28,3.82,1496.28,145688,E,High,Urban,398745.34
1067,6,4,33.3,106,3,14268,62,14.49,68,9.4,4,3.6,821.79,86430,B,High,Rural,404558.27
4770,4,4,30,115,2,15485,44,56.43,122,0.7,18,2.94,7626,21265,C,Medium,Rural,802021.25
603,1,2,21,32,1,3922,72,215.62,145,2,10,3.05,5579.71,173879,A,High,Urban,470055.66
1245,3,1,21.4,39,2,4804,78,343.48,114,0.8,18,0.98,3656.27,95501,B,Low,Rural,376022.38
717,2,3,39.4,31,2,3368,38,144.64,110,8.7,12,2.46,4653.67,84817,C,High,Rural,295522.66
3528,3,1,10.2,68,1,16157,96,424.84,60,7.9,19,0.89,9598.18,115948,B,Medium,Rural,752919.32
3151,3,1,41.1,16,1,9093,64,218.81,106,5.8,8,1.89,4156.68,183301,C,High,Rural,878214.44
5642,5,2,32.6,7,3,4932,68,484.11,77,0.9,1,4.55,1483.05,183820,D,Low,Urban,1193433.72
4889,3,1,21.2,56,2,12552,55,477.08,94,2.8,14,3.09,4904.22,192345,C,Medium,Urban,1101320.1
1446,3,3,23.2,41,1,6608,8,386.64,73,3,23,3.84,6656.46,74784,E,Medium,Urban,433034.72
3362,4,3,13.2,97,1,13899,69,466.2,47,5.7,6,3.08,615.07,169162,C,Medium,Urban,962768.37
1741,2,2,37.7,8,2,10292,27,353.55,95,2.7,14,1.37,3657.24,164446,B,Medium,Rural,644410.52
2410,4,1,25.9,119,1,10862,44,447.79,30,0.8,2,3.18,4238.39,147247,D,High,Rural,650560.39
1323,4,3,16.4,86,3,6531,25,118.24,33,7.3,9,3.9,4905.29,66116,D,Low,Rural,368117.83
824,1,1,30,34,3,11412,27,172.71,86,3.1,29,1.12,3366,79133,C,High,Rural,231509.46
5227,4,1,49.8,113,2,7344,39,376.47,134,4.6,12,4.18,6835.76,97338,B,High,Rural,904186.7
4808,5,1,22,70,3,17759,14,212.28,82,1.4,5,3,9474.74,187534,D,Medium,Rural,1045354.63
5254,5,2,46.1,78,1,8887,5,418.66,134,8,2,0.52,9182.98,70141,C,Low,Rural,1006091.43
2648,1,1,17.6,52,1,18993,26,438.82,46,5.7,19,2.84,6811.74,105600,C,High,Urban,748389.53
5349,6,3,3.2,53,1,17158,37,149.86,135,9,7,2.28,5315.4,161727,C,Low,Urban,1128437.51
5015,2,1,10.6,83,1,18997,67,411.73,128,5,7,1.83,8345.24,61864,D,Low,Urban,818560.18
2173,2,3,21.2,113,2,4679,74,77.13,124,9.4,10,3.97,8441.4,157482,A,Low,Urban,685570.08
2428,4,1,11.4,24,3,8540,84,167.1,76,8.9,17,4.55,8380.94,121701,B,Low,Urban,610385.77
2517,4,3,0.5,66,3,10488,63,258.98,2,5.8,26,3.93,1999.54,184750,E,High,Urban,898869.6
4834,6,3,45.8,61,1,8074,29,113.22,91,9.3,14,4.31,741.61,42970,E,Low,Urban,883457.08
2626,4,1,42.3,54,2,4996,81,289.63,142,3.3,27,4.59,9840.34,79951,B,High,Rural,510045.68
4344,2,1,37.2,45,1,6695,98,289.35,99,3.7,11,4.61,9616.71,169579,A,Low,Rural,1013578.07
1501,3,3,8.8,23,1,15235,2,103.45,126,0.6,28,1.02,5861.6,169307,B,Low,Rural,637137.75
5385,5,4,6.5,97,2,3366,61,397.82,67,5.9,20,2.55,9934.11,67683,C,High,Rural,992111.91
2639,3,2,3.8,45,2,15164,11,315.82,132,7.2,6,0.5,7820.2,141144,B,Medium,Urban,757361.01
609,3,4,36.3,21,1,7764,90,158.88,89,7.8,8,2.78,5415.11,98399,B,High,Urban,376444.77
860,2,4,46.5,10,3,16527,29,116.09,88,1.6,19,4.66,4198.65,130261,D,Low,Urban,500119.95
2273,3,1,21.8,47,1,17292,84,439.38,9,4.5,19,1.4,6132.2,112874,E,High,Urban,734227.41
2819,6,2,6.4,7,3,2614,37,417.87,7,1.9,24,3.38,5400.12,160469,E,Low,Rural,848561.55
2660,1,4,25.9,38,3,15396,84,114.88,11,6.7,24,3.4,9941.12,122330,C,High,Rural,777391.66
5887,4,1,17.8,106,2,19800,59,17.8,63,1.7,24,1.22,5159.37,49655,C,High,Rural,1076613.13
4313,1,4,19.1,34,2,17880,37,402.27,117,9.1,17,1.57,8441.25,85446,D,High,Rural,916233.58
2219,5,4,31.3,48,1,17888,14,307.75,58,2.4,24,2.58,8229.43,63639,C,Medium,Urban,530516.07
920,4,1,36.1,45,3,6733,17,50.44,49,3,24,1.35,1178.36,38830,A,High,Urban,277304.94
1942,3,1,6,37,3,4216,51,293.68,39,8.5,18,3.13,1326.56,28014,D,High,Rural,394968.05
2976,5,1,2.3,7,1,5364,28,226.09,121,4.6,12,2.68,6768.2,194133,D,Medium,Rural,821322.66
3432,4,2,49.7,53,1,13269,59,387.28,96,0.3,9,2.84,2961.53,88752,B,Medium,Rural,757395.05
3424,6,4,12,36,1,18861,20,104.54,126,5,23,1.11,6746.51,172931,B,Low,Rural,899535.13
2594,6,1,3.2,90,2,14829,16,226.58,86,0.9,24,2.83,1873.95,96758,A,Low,Rural,669082.16
3558,6,3,9.9,91,1,5960,17,78.12,76,9.9,16,0.72,4272.15,169980,D,High,Rural,898334.62
2638,6,4,2.4,39,1,19781,56,478.76,120,5.9,18,4.47,1473.47,179765,D,Low,Urban,896836.17
4090,3,3,19.9,33,3,9301,36,389.37,145,2.6,16,2.04,3179.88,109418,B,High,Urban,800132.85
4277,1,2,40.2,95,1,9841,59,368.36,148,5.7,16,4.35,1338.84,164675,E,Medium,Rural,886926.86
1718,4,1,17.4,78,3,8730,37,345.1,110,0.9,4,3.66,9720.5,63702,E,Medium,Urban,361720.22
2204,3,3,22.5,107,3,18883,11,211.67,128,8,23,3.95,4253.06,169417,B,High,Urban,691868.64
4627,6,2,33.9,16,2,17979,74,461.64,40,9.3,22,1.92,9061.29,42687,C,Low,Urban,843724.18
835,1,1,25.7,32,1,1978,83,36.46,136,8.8,7,1.52,9726.13,49581,D,Low,Rural,203838.11
2569,5,3,43.1,46,1,1730,72,401.63,22,3.5,1,2.33,9140.85,188465,A,Low,Urban,815818.56
5029,5,3,43.4,109,3,1056,0,107.62,77,3.3,24,0.61,4822.12,113733,E,High,Urban,944357.52
2508,5,2,1,51,2,3243,57,162.01,10,0.4,29,4.63,7899.52,28292,C,Low,Urban,495965.47
975,6,1,39,117,2,2701,2,259.71,70,6.5,23,2.24,1960.15,127809,D,Medium,Urban,400048.72
4130,5,1,23.3,79,1,18670,62,391.33,25,5.4,29,4.95,1400.91,154520,C,Medium,Urban,869523.11
5856,2,3,49.4,92,3,9303,20,419.27,29,4.6,20,3.93,8830.56,39628,D,Medium,Urban,971473.15
3235,4,3,24.4,8,1,16100,22,291.87,101,9.1,1,0.86,795.64,165750,D,Medium,Urban,869364.09
2170,4,3,49.4,32,1,13998,8,201.52,68,1.8,8,3.47,9737.11,189887,B,Medium,Rural,620079.2
3160,6,1,37.9,59,1,10393,82,473.25,132,0.2,26,1.72,6885.27,46477,B,Medium,Urban,559741.89
3991,2,2,12.8,112,1,1947,54,123.26,60,0.8,23,1.6,4486.32,73826,A,Medium,Urban,670953.45
3565,3,2,27.2,92,3,7553,18,401.55,105,2.3,8,1.65,1843.07,40010,A,Medium,Urban,579765.89
4243,3,1,49.6,76,2,1757,61,306.02,22,0.4,10,4.62,7370.7,85146,C,Medium,Rural,788365.78
4450,5,4,42.9,20,1,15866,86,188.45,112,5.1,1,2.75,5849.56,78133,B,High,Urban,948588.52
1472,1,2,5.3,57,1,12580,90,0.68,29,3.2,21,3.51,7255.71,60643,D,High,Rural,444706.63
1852,3,3,35.5,84,1,6651,90,223.3,66,1.9,25,1.76,4470.26,117100,B,Medium,Urban,583788.43
